	#	Owner	Build name	Sets	Crit RatioCrit ValueCrit RateCrit DMG	Max HP	ATK	DEF	EM	ER%	Unnamed: 10
639	69463.0	ASIAアーク	Hu Tao	2.0	82.8 : 222.2 223.1 cv	31288.0	1871.0	1090.0	82.0	100.0%	39917.0
640	69465.0	NABruh	Hu Tao	4.0	62.2 : 230.7 190.4 cv	33040.0	1799.0	1000.0	70.0	106.5%	39917.0
641	69466.0	EUфугав	Hu Tao	4.0	62.5 : 225.3 185.8 cv	26544.0	1534.0	1090.0	248.0	147.3%	39917.0
642	69467.0	EUМиммо	Hu Tao	4.0	40.4 : 302.2 218.5 cv	27300.0	1693.0	895.0	269.0	100.0%	39916.0
643	69468.0	ASIADuck	Hu Tao	4.0	43.9 : 262.6 185.8 cv	29634.0	1862.0	1034.0	187.0	120.7%	39916.0
644	69469.0	ASIAみかん♪	Hu Tao	4.0	45.0 : 244.7 170.2 cv	25949.0	1892.0	936.0	294.0	111.7%	39916.0
645	69470.0	EULance	Hu Tao	4.0	68.8 : 232.3 205.2 cv	33766.0	1675.0	1083.0	40.0	127.9%	39916.0
646	69471.0	NALord	Hu Tao	4.0	71.5 : 247.8 226.2 cv	32669.0	1741.0	973.0	0.0	110.4%	39916.0
647	69472.0	NAlolipop	Hu Tao	4.0	71.1 : 250.9 228.6 cv	38754.0	1911.0	964.0	79.0	117.5%	39916.0
648	69473.0	EUℓυcɪfєr	Hu Tao	4.0	61.4 : 252.5 210.7 cv	32856.0	1802.0	959.0	40.0	122.7%	39916.0
649	69474.0	ASIAKR	Hu Tao	4.0	69.2 : 243.2 216.9 cv	32679.0	1868.0	954.0	0.0	113.0%	39916.0
650	69475.0	ASIASKY	Hu Tao	4.0	49.3 : 306.9 241.0 cv	26068.0	1617.0	1000.0	187.0	100.0%	39916.0
651	69476.0	EUMiko❤️chan	Hu Tao	4.0	64.5 : 237.7 202.1 cv	31915.0	1755.0	957.0	63.0	105.2%	39915.0
652	69477.0	ASIASusanooYuuki	Hu Tao	4.0	55.5 : 240.8 187.3 cv	32164.0	1863.0	1102.0	98.0	100.0%	39915.0
653	69478.0	ASIA나는일류	Hu Tao	4.0	60.6 : 230.7 187.3 cv	23951.0	1509.0	1201.0	325.0	117.5%	39915.0
654	69479.0	NAJosiah	Hu Tao	4.0	63.3 : 234.6 196.7 cv	36602.0	1770.0	1076.0	23.0	111.0%	39915.0
655	69480.0	ASIAアザラシ	Hu Tao	4.0	68.0 : 243.9 215.3 cv	32557.0	1958.0	1071.0	0.0	120.1%	39915.0
656	69481.0	ASIAlogena	Hu Tao	4.0	70.3 : 232.3 208.4 cv	32094.0	1868.0	1085.0	16.0	100.0%	39915.0
657	69482.0	EUAkari	Hu Tao	4.0	69.9 : 244.7 220.0 cv	32403.0	1887.0	921.0	187.0	106.5%	39915.0
658	69483.0	EUAki-Skei	Hu Tao	4.0	49.7 : 266.5 201.4 cv	34756.0	1758.0	899.0	91.0	112.3%	39914.0
659	69484.0	ASIAたかまさ	Hu Tao	4.0	72.7 : 195.0 175.7 cv	34588.0	1822.0	1214.0	54.0	100.0%	39914.0
660	69485.0	ASIA…	Hu Tao	4.0	64.1 : 235.4 199.0 cv	33217.0	1838.0	1077.0	42.0	105.2%	39914.0
661	69486.0	EUcuro	Hu Tao	4.0	66.8 : 235.4 204.5 cv	33775.0	1737.0	975.0	35.0	104.5%	39914.0
662	69487.0	EUlegend	Hu Tao	4.0	56.7 : 236.2 185.0 cv	38391.0	1944.0	918.0	19.0	100.0%	39914.0
663	69488.0	ASIAChaddest	Hu Tao	4.0	52.4 : 219.1 159.4 cv	32522.0	1796.0	1030.0	179.0	122.0%	39914.0
664	69489.0	NAAndrew:D	Hu Tao	4.0	65.3 : 229.9 195.9 cv	33215.0	1672.0	1074.0	72.0	118.1%	39914.0
665	69490.0	NAAyacrumb	Hu Tao	4.0	73.8 : 240.0 223.1 cv	31198.0	1716.0	1071.0	19.0	105.8%	39913.0
666	69491.0	NABufo	Hu Tao	4.0	52.1 : 210.5 150.0 cv	42379.0	1883.0	1071.0	63.0	100.0%	39913.0
667	69492.0	EUFlan	Hu Tao	4.0	52.8 : 306.1 247.2 cv	33554.0	1659.0	1170.0	40.0	100.0%	39913.0
668	69493.0	ASIAAdinda	Hu Tao	4.0	51.7 : 253.2 192.0 cv	33369.0	1734.0	948.0	119.0	123.3%	39913.0
669	69494.0	NAEm	Hu Tao	22.0	73.0 : 229.2 210.7 cv	30690.0	1957.0	967.0	176.0	110.4%	39913.0
670	69495.0	NAElmercito	Hu Tao	4.0	57.5 : 251.7 202.1 cv	28139.0	2011.0	1042.0	84.0	113.0%	39913.0
671	69496.0	ASIAKEN2.0	Hu Tao	4.0	60.6 : 236.1 192.8 cv	35945.0	1768.0	1007.0	44.0	140.8%	39913.0
672	69497.0	EU请做不辣的	Hu Tao	4.0	51.7 : 275.8 214.6 cv	31975.0	1648.0	966.0	117.0	105.2%	39913.0
673	69498.0	NAJazz	Hu Tao	4.0	59.4 : 241.6 195.9 cv	35214.0	1751.0	987.0	54.0	100.0%	39912.0
674	69499.0	EUКисiль	Hu Tao	4.0	55.9 : 254.8 202.2 cv	26390.0	1584.0	932.0	227.0	122.7%	39912.0
675	69500.0	ASIABệHạ!!!	Hu Tao	4.0	58.3 : 290.6 242.6 cv	32132.0	1793.0	1129.0	19.0	100.0%	39912.0
676	69501.0	NAAstrea	Hu Tao	4.0	42.7 : 303.8 224.7 cv	26881.0	1509.0	1040.0	304.0	111.0%	39911.0
677	69502.0	EUImran	Hu Tao	4.0	58.7 : 198.9 151.6 cv	38488.0	1907.0	953.0	75.0	127.2%	39911.0
678	69503.0	NASirGUPPY<;	Hu Tao	4.0	59.8 : 236.1 191.2 cv	35468.0	1759.0	1026.0	56.0	100.0%	39911.0
679	69504.0	ASIA쪼꼬미유부	Hu Tao	4.0	65.3 : 243.9 209.9 cv	33097.0	1751.0	937.0	35.0	136.3%	39911.0
680	69505.0	ASIAHuang	Hu Tao	4.0	61.0 : 294.5 251.9 cv	31766.0	1662.0	1084.0	16.0	105.8%	39911.0
681	69506.0	EUGrimm.	Hu Tao	22.0	73.4 : 263.3 245.6 cv	32709.0	1852.0	967.0	101.0	105.2%	39911.0
682	69507.0	NAgene	Hu Tao	22.0	56.7 : 255.6 204.5 cv	36533.0	1844.0	899.0	131.0	100.0%	39911.0
683	69508.0	ASIAGoKysPls	Hu Tao	4.0	71.5 : 208.2 186.6 cv	25671.0	1613.0	1057.0	206.0	116.8%	39910.0
684	69509.0	ASIAdd	Hu Tao	4.0	59.4 : 229.9 184.2 cv	36483.0	1888.0	1090.0	37.0	104.5%	39910.0
685	69510.0	ASIA나이아	Hu Tao	4.0	69.9 : 243.9 219.2 cv	33307.0	1840.0	1091.0	0.0	109.7%	39910.0
686	69511.0	EUveqaz	Hu Tao	4.0	62.6 : 285.1 245.7 cv	31773.0	1650.0	897.0	21.0	141.4%	39910.0
687	69512.0	ASIA卄inketsu	Hu Tao	4.0	52.5 : 277.4 217.7 cv	33586.0	1891.0	1005.0	42.0	105.2%	39910.0
688	69513.0	ASIA無知猫	Hu Tao	4.0	39.6 : 297.6 212.2 cv	34433.0	1741.0	1100.0	152.0	112.3%	39910.0
689	69514.0	EUFestia	Hu Tao	4.0	63.7 : 265.7 228.5 cv	33217.0	1712.0	1106.0	16.0	109.7%	39910.0
690	69515.0	ASIA펜리르	Hu Tao	4.0	61.8 : 205.8 164.8 cv	34385.0	1825.0	1003.0	100.0	100.0%	39910.0
691	69516.0	NAMatchan★彡	Hu Tao	4.0	68.8 : 196.5 169.5 cv	33823.0	1760.0	918.0	93.0	138.2%	39910.0
692	69517.0	EUIruma	Hu Tao	2.0	69.5 : 214.4 188.9 cv	31114.0	1679.0	876.0	227.0	135.0%	39910.0
693	69518.0	ASIASacred	Hu Tao	4.0	64.5 : 238.5 202.9 cv	32374.0	1892.0	913.0	33.0	100.0%	39910.0
694	69519.0	EUЛюмин	Hu Tao	22.0	62.2 : 257.1 216.9 cv	33591.0	1768.0	1112.0	136.0	105.2%	39910.0
695	69520.0	ASIAOzhov	Hu Tao	4.0	69.9 : 174.0 149.3 cv	25303.0	1750.0	973.0	294.0	113.6%	39910.0
696	69521.0	ASIAなりなり	Hu Tao	4.0	70.3 : 250.9 227.0 cv	33184.0	1718.0	911.0	0.0	127.2%	39909.0
697	69522.0	EUViks	Hu Tao	4.0	41.9 : 273.5 192.8 cv	36549.0	1775.0	913.0	128.0	119.4%	39909.0
698	69523.0	EUCrimson-_-	Hu Tao	4.0	57.5 : 225.2 175.6 cv	36520.0	1762.0	1103.0	79.0	111.0%	39909.0
699	69524.0	ASIARose	Hu Tao	22.0	63.3 : 226.0 188.1 cv	42556.0	1819.0	913.0	136.0	109.7%	39909.0
700	69526.0	ASIASuii	Hu Tao	4.0	53.6 : 249.4 192.0 cv	33217.0	1871.0	941.0	84.0	111.7%	39909.0
701	69527.0	ASIAナルヨ	Hu Tao	4.0	60.2 : 243.1 199.0 cv	26010.0	1686.0	1124.0	187.0	109.7%	39909.0
702	69528.0	ASIAzingzong	Hu Tao	4.0	49.3 : 244.7 178.8 cv	33190.0	1662.0	1124.0	177.0	120.1%	39909.0
703	69529.0	ASIAIgnisCrusher	Hu Tao	4.0	56.3 : 257.1 205.2 cv	26547.0	1603.0	1036.0	208.0	139.5%	39909.0
704	69530.0	ASIAKirin	Hu Tao	4.0	57.1 : 254.8 204.5 cv	31806.0	1711.0	1001.0	96.0	116.2%	39909.0
705	69531.0	ASIAアイコン	Hu Tao	4.0	56.3 : 307.7 255.8 cv	25193.0	1912.0	897.0	61.0	110.4%	39909.0
706	69532.0	EUmars	Hu Tao	4.0	64.5 : 223.7 188.1 cv	33611.0	1748.0	969.0	70.0	116.2%	39909.0
707	69533.0	ASIARen	Hu Tao	4.0	61.0 : 245.5 202.9 cv	32322.0	1709.0	1042.0	77.0	136.3%	39908.0
708	69534.0	EUMikaru	Hu Tao	4.0	54.0 : 231.5 174.9 cv	32141.0	1828.0	1210.0	126.0	128.5%	39908.0
709	69535.0	ASIARAON	Hu Tao	4.0	71.1 : 207.4 185.0 cv	32881.0	1695.0	1011.0	79.0	116.8%	39908.0
710	69536.0	NAMatrix	Hu Tao	4.0	71.9 : 236.2 215.3 cv	32619.0	1728.0	1046.0	19.0	116.2%	39908.0
711	69537.0	EU~Риса	Hu Tao	22.0	61.8 : 278.1 237.1 cv	32762.0	1920.0	1049.0	86.0	100.0%	39908.0
712	69538.0	EUEyru	Hu Tao	4.0	67.6 : 227.6 198.2 cv	31586.0	1893.0	1125.0	42.0	105.2%	39907.0
713	69539.0	NAJuni	Hu Tao	4.0	42.7 : 230.0 150.8 cv	35217.0	1989.0	892.0	170.0	111.0%	39907.0
714	69540.0	ASIAFrost	Hu Tao	4.0	64.1 : 230.7 194.3 cv	33117.0	1723.0	943.0	70.0	122.0%	39907.0
715	69541.0	ASIAAdi	Hu Tao	4.0	32.2 : 292.1 192.0 cv	26793.0	1725.0	916.0	392.0	111.0%	39907.0
716	69542.0	EU࿐ᴋαᴅι࿐✯	Hu Tao	4.0	60.2 : 250.1 206.0 cv	32983.0	1690.0	985.0	70.0	125.9%	39907.0
717	69543.0	EUsephy	Hu Tao	4.0	53.2 : 231.5 173.4 cv	36247.0	1707.0	899.0	114.0	138.9%	39907.0
718	69544.0	ASIAThinhTVCN	Hu Tao	4.0	64.5 : 257.1 221.5 cv	32460.0	1695.0	1084.0	35.0	117.5%	39906.0
719	69545.0	EUJuanchooo	Hu Tao	4.0	59.0 : 240.0 193.5 cv	32956.0	1652.0	1178.0	105.0	125.9%	39906.0
720	69546.0	ASIA윤슬	Hu Tao	4.0	65.7 : 235.4 202.1 cv	32094.0	2016.0	936.0	19.0	109.1%	39906.0
721	69547.0	ASIApikl	Hu Tao	4.0	67.2 : 226.8 196.7 cv	33437.0	1790.0	1049.0	42.0	140.8%	39906.0
722	69548.0	NAWindkeeper	Hu Tao	4.0	55.5 : 214.4 160.9 cv	36130.0	1709.0	1042.0	131.0	127.9%	39906.0
723	69549.0	NAOkiSuwen	Hu Tao	4.0	38.4 : 303.0 215.3 cv	35152.0	1829.0	892.0	128.0	100.0%	39906.0
724	69550.0	EUЖЫдкИйツ	Hu Tao	4.0	52.0 : 275.0 214.5 cv	31258.0	1662.0	1029.0	121.0	111.0%	39906.0
725	69551.0	EUChebupel05	Hu Tao	4.0	52.0 : 310.8 250.3 cv	32005.0	1797.0	985.0	35.0	105.8%	39906.0
726	69552.0	EURiceCooker	Hu Tao	4.0	47.8 : 297.6 228.6 cv	33863.0	1740.0	1100.0	75.0	106.5%	39905.0
727	69553.0	EUViveLeVent	Hu Tao	4.0	66.0 : 232.3 199.8 cv	32982.0	1948.0	1032.0	19.0	106.5%	39905.0
728	69554.0	EUShadow	Hu Tao	2.0	61.4 : 243.2 201.4 cv	34914.0	1721.0	1029.0	232.0	106.5%	39905.0
729	69555.0	NALuna	Hu Tao	4.0	51.3 : 202.7 140.7 cv	38400.0	1850.0	939.0	133.0	111.0%	39905.0
730	69556.0	NAbalsen	Hu Tao	22.0	53.2 : 266.5 208.4 cv	34217.0	1659.0	1027.0	211.0	105.2%	39905.0
731	69557.0	ASIAFortuneCaller	Hu Tao	4.0	62.6 : 255.6 216.1 cv	24585.0	1603.0	1166.0	187.0	111.0%	39905.0
732	69558.0	ASIA슈라	Hu Tao	4.0	50.5 : 267.2 203.6 cv	33733.0	1699.0	1109.0	107.0	114.9%	39905.0
733	69559.0	ASIA뀨꺄	Hu Tao	4.0	44.3 : 265.7 189.7 cv	31736.0	1863.0	936.0	149.0	117.5%	39905.0
734	69560.0	EUСкегля	Hu Tao	4.0	60.6 : 272.7 229.4 cv	31862.0	1687.0	1074.0	44.0	111.7%	39905.0
735	69561.0	TWMao	Hu Tao	4.0	69.5 : 217.5 192.0 cv	34028.0	1912.0	1042.0	23.0	129.8%	39904.0
736	69562.0	NATeixeira	Hu Tao	4.0	38.4 : 285.9 198.2 cv	33160.0	1690.0	916.0	219.0	100.0%	39904.0
737	69563.0	NAFalcon	Hu Tao	4.0	62.9 : 243.9 205.2 cv	34702.0	1750.0	955.0	33.0	122.7%	39904.0
738	69564.0	ASIADalante	Hu Tao	2.0	65.3 : 261.0 227.0 cv	35973.0	1739.0	897.0	86.0	104.5%	39904.0
739	69565.0	ASIASirKnight	Hu Tao	4.0	43.5 : 267.2 189.7 cv	35314.0	1917.0	1198.0	103.0	111.7%	39904.0
740	69566.0	ASIAkolmirej!	Hu Tao	22.0	56.3 : 229.2 177.2 cv	33039.0	1710.0	1064.0	269.0	104.5%	39904.0
741	69567.0	NAExty	Hu Tao	4.0	57.1 : 262.6 212.3 cv	31746.0	1976.0	955.0	35.0	100.0%	39904.0
742	69568.0	NAash	Hu Tao	4.0	64.9 : 221.5 186.7 cv	37270.0	1714.0	895.0	79.0	116.8%	39903.0
743	69569.0	ASIAChubâ	Hu Tao	4.0	59.4 : 195.7 150.0 cv	32453.0	1962.0	971.0	126.0	118.1%	39903.0
744	69570.0	EUKarol	Hu Tao	4.0	62.5 : 227.6 188.1 cv	36456.0	1791.0	985.0	37.0	127.2%	39903.0
745	69571.0	NAMilizeLena	Hu Tao	4.0	47.8 : 237.0 167.9 cv	33160.0	1747.0	1018.0	189.0	104.5%	39903.0
746	69572.0	ASIAArakuro	Hu Tao	4.0	68.8 : 209.7 182.7 cv	33764.0	1702.0	1256.0	77.0	111.0%	39903.0
747	69573.0	ASIAViese-Sed	Hu Tao	4.0	53.6 : 247.0 189.7 cv	31198.0	1748.0	1166.0	140.0	111.7%	39902.0
748	69574.0	NARenfoo	Hu Tao	4.0	56.3 : 228.4 176.5 cv	27444.0	1613.0	876.0	259.0	116.2%	39902.0
749	69575.0	ASIASensa	Hu Tao	22.0	60.2 : 250.1 206.0 cv	35671.0	1755.0	955.0	141.0	111.0%	39902.0
750	69576.0	ASIA柒	Hu Tao	4.0	52.8 : 258.7 199.8 cv	34004.0	1796.0	934.0	79.0	111.7%	39902.0
751	69577.0	ASIAsoap	Hu Tao	4.0	57.5 : 205.1 155.5 cv	29024.0	2131.0	1004.0	140.0	110.4%	39902.0
752	69578.0	ASIA其其	Hu Tao	4.0	57.9 : 254.8 206.0 cv	36688.0	1812.0	920.0	19.0	110.4%	39902.0
753	69579.0	NAVantablack	Hu Tao	4.0	58.3 : 256.3 208.3 cv	33732.0	1699.0	1202.0	63.0	118.8%	39902.0
754	69580.0	NATrah'velar	Hu Tao	22.0	61.8 : 229.2 188.1 cv	28122.0	2004.0	892.0	302.0	115.5%	39902.0
755	69581.0	NAAce	Hu Tao	4.0	56.3 : 238.5 186.6 cv	33681.0	2136.0	1061.0	35.0	112.3%	39902.0
756	69582.0	ASIAHikari	Hu Tao	4.0	61.0 : 193.4 150.8 cv	27195.0	2129.0	876.0	152.0	133.7%	39902.0
757	69583.0	ASIApray	Hu Tao	4.0	54.4 : 274.3 218.5 cv	33708.0	1796.0	979.0	47.0	111.7%	39902.0
758	69584.0	EUStat1mpact	Hu Tao	4.0	64.9 : 204.3 169.5 cv	33703.0	1786.0	1165.0	98.0	106.5%	39902.0
759	69585.0	NAR_Noodle	Hu Tao	4.0	56.3 : 219.1 167.1 cv	38111.0	1785.0	974.0	77.0	109.7%	39902.0
760	69586.0	NACocogoat	Hu Tao	4.0	57.1 : 256.3 206.0 cv	31467.0	1696.0	1154.0	100.0	105.8%	39901.0
761	69587.0	EUTeks	Hu Tao	4.0	47.4 : 259.4 189.6 cv	28929.0	1709.0	1063.0	227.0	100.0%	39901.0
762	69588.0	ASIAOrab	Hu Tao	4.0	59.4 : 266.5 220.8 cv	34823.0	1770.0	1087.0	16.0	106.5%	39900.0
763	69589.0	NAZatann	Hu Tao	4.0	54.8 : 266.5 211.5 cv	34153.0	1889.0	932.0	35.0	100.0%	39900.0
764	69590.0	EUTodomokachi	Hu Tao	4.0	50.5 : 261.8 198.2 cv	33399.0	1764.0	975.0	107.0	110.4%	39900.0
765	69591.0	EULumine	Hu Tao	4.0	59.8 : 236.9 192.0 cv	32669.0	1691.0	1169.0	100.0	100.0%	39900.0
766	69592.0	ASIABluehen	Hu Tao	4.0	60.2 : 234.6 190.4 cv	33666.0	1984.0	876.0	37.0	109.7%	39900.0
767	69593.0	ASIAまゆゆ	Hu Tao	4.0	41.9 : 298.3 217.6 cv	24349.0	1742.0	997.0	266.0	116.2%	39900.0
768	69594.0	NATraveler	Hu Tao	4.0	50.1 : 274.3 209.9 cv	33576.0	1822.0	934.0	77.0	100.0%	39900.0
769	69595.0	EUMochi	Hu Tao	4.0	63.7 : 194.9 157.8 cv	34245.0	1979.0	1050.0	79.0	126.6%	39900.0
770	69596.0	ASIAyami	Hu Tao	4.0	60.2 : 246.3 202.1 cv	31706.0	1709.0	927.0	89.0	127.2%	39900.0
771	69597.0	ASIASonG	Hu Tao	4.0	52.4 : 232.3 172.6 cv	34132.0	1852.0	989.0	117.0	120.7%	39900.0
772	69598.0	NASonq	Hu Tao	4.0	75.0 : 241.6 227.0 cv	23891.0	1808.0	913.0	79.0	137.6%	39900.0
773	69599.0	NANoba	Hu Tao	4.0	62.5 : 226.8 187.3 cv	34447.0	1759.0	1158.0	65.0	100.0%	39899.0
774	69600.0	NAEaterOfPoptart	Hu Tao	4.0	57.5 : 257.1 207.5 cv	32064.0	1728.0	1080.0	82.0	122.0%	39899.0
775	69601.0	ASIA모래장난	Hu Tao	4.0	62.2 : 247.0 206.8 cv	33981.0	1883.0	941.0	19.0	120.1%	39899.0
776	69602.0	ASIALIAR	Hu Tao	22.0	71.9 : 254.0 233.2 cv	32504.0	1819.0	962.0	80.0	116.8%	39899.0
777	69603.0	ASIANoBody	Hu Tao	22.0	67.2 : 261.8 231.6 cv	31746.0	1742.0	895.0	119.0	110.4%	39898.0
778	69604.0	NAJellal	Hu Tao	4.0	59.4 : 249.4 203.7 cv	35605.0	1836.0	911.0	23.0	106.5%	39898.0
779	69605.0	ASIAKushirou	Hu Tao	4.0	41.6 : 284.4 202.9 cv	29880.0	1810.0	899.0	203.0	105.2%	39898.0
780	69606.0	NACake	Hu Tao	4.0	58.7 : 260.2 213.0 cv	31833.0	1912.0	955.0	40.0	113.0%	39898.0
781	69607.0	ASIALaam=))	Hu Tao	4.0	56.7 : 248.6 197.4 cv	32274.0	1896.0	876.0	68.0	105.2%	39898.0
782	69608.0	NADaniel	Hu Tao	4.0	68.0 : 251.7 223.1 cv	31855.0	1756.0	1001.0	19.0	109.7%	39898.0
783	69609.0	ASIAHoangBao1612	Hu Tao	4.0	46.6 : 270.3 199.0 cv	35489.0	1682.0	1155.0	119.0	106.5%	39898.0
784	69610.0	EUAki	Hu Tao	4.0	48.6 : 279.7 212.2 cv	26799.0	1600.0	1150.0	243.0	100.0%	39898.0
785	69611.0	EUgewirase	Hu Tao	4.0	61.4 : 243.9 202.1 cv	35997.0	1818.0	892.0	19.0	114.9%	39898.0
786	69612.0	NAMia	Hu Tao	4.0	66.4 : 227.6 195.9 cv	34325.0	1809.0	934.0	33.0	124.0%	39898.0
787	69613.0	NAlucasking	Hu Tao	4.0	69.5 : 230.7 205.2 cv	31168.0	1747.0	1141.0	54.0	118.1%	39898.0
788	69614.0	ASIAа	Hu Tao	4.0	65.7 : 226.1 192.8 cv	26697.0	1953.0	1071.0	103.0	111.0%	39898.0
789	69615.0	EUАки	Hu Tao	4.0	59.8 : 254.8 209.9 cv	31623.0	1875.0	1033.0	47.0	104.5%	39897.0
790	69616.0	ASIAEztrgh	Hu Tao	4.0	52.0 : 233.8 173.3 cv	33676.0	1894.0	978.0	114.0	111.0%	39897.0
791	69617.0	EUFroo	Hu Tao	4.0	57.9 : 236.2 187.4 cv	25462.0	1714.0	936.0	229.0	144.7%	39897.0
792	69618.0	ASIAorz	Hu Tao	4.0	53.6 : 297.6 240.2 cv	31507.0	1785.0	1090.0	80.0	111.7%	39897.0
793	69619.0	EUPyrrhidium	Hu Tao	4.0	62.9 : 245.5 206.8 cv	31527.0	1739.0	997.0	65.0	138.2%	39897.0
794	69620.0	ASIAJinx	Hu Tao	4.0	45.8 : 244.7 171.7 cv	31377.0	1887.0	955.0	186.0	100.0%	39896.0
795	69621.0	NAvia	Hu Tao	4.0	64.1 : 222.9 186.6 cv	36787.0	1746.0	1020.0	40.0	116.8%	39896.0
796	69622.0	ASIA핀유	Hu Tao	4.0	50.9 : 243.9 181.2 cv	31239.0	1687.0	1224.0	187.0	100.0%	39896.0
797	69623.0	ASIAysta	Hu Tao	22.0	58.7 : 213.6 166.4 cv	32303.0	1969.0	959.0	231.0	100.0%	39896.0
798	69624.0	ASIAiv	Hu Tao	4.0	48.9 : 272.7 206.0 cv	32859.0	1710.0	1137.0	121.0	106.5%	39896.0
799	69625.0	ASIAKim-Chongyun	Hu Tao	4.0	63.7 : 221.4 184.2 cv	32647.0	1898.0	1218.0	63.0	109.7%	39896.0
800	69626.0	ASIAεpsilon	Hu Tao	4.0	63.7 : 217.5 180.4 cv	34140.0	1768.0	918.0	77.0	116.8%	39896.0
801	69627.0	ASIA타비비토	Hu Tao	4.0	52.4 : 219.8 160.1 cv	27614.0	1609.0	1093.0	329.0	143.4%	39896.0
802	69628.0	ASIA현빈	Hu Tao	4.0	55.2 : 214.4 160.1 cv	36724.0	1827.0	1000.0	103.0	106.5%	39896.0
803	69629.0	NAhaven	Hu Tao	4.0	66.4 : 220.6 188.9 cv	33529.0	1717.0	1264.0	70.0	112.3%	39896.0
804	69630.0	NARokuro	Hu Tao	4.0	61.8 : 225.3 184.2 cv	31467.0	1801.0	936.0	96.0	131.7%	39895.0
805	69631.0	EULasTs	Hu Tao	4.0	54.0 : 217.5 160.9 cv	32042.0	1706.0	1122.0	198.0	116.8%	39895.0
806	69632.0	EUBasThyrion	Hu Tao	22.0	78.5 : 219.0 211.4 cv	32679.0	1629.0	1101.0	141.0	130.4%	39895.0
807	69633.0	EUL_A_G_G_A	Hu Tao	4.0	62.2 : 271.9 231.6 cv	33377.0	1704.0	956.0	16.0	116.2%	39895.0
808	69634.0	ASIAYokin♪	Hu Tao	4.0	64.9 : 238.5 203.7 cv	33912.0	1954.0	895.0	208.0	100.0%	39895.0
809	69635.0	EUBAPF	Hu Tao	4.0	70.7 : 247.0 223.9 cv	33035.0	1750.0	1258.0	0.0	105.2%	39894.0
810	69636.0	ASIAグロム紺盾	Hu Tao	22.0	64.1 : 261.0 224.7 cv	33157.0	1697.0	1026.0	134.0	100.0%	39894.0
811	69637.0	NAYoru	Hu Tao	4.0	56.7 : 238.5 187.3 cv	25672.0	1616.0	1009.0	264.0	123.3%	39894.0
812	69638.0	EUSaxx	Hu Tao	4.0	60.2 : 272.7 228.6 cv	32956.0	1755.0	1068.0	23.0	123.3%	39894.0
813	69639.0	EUmochii♥	Hu Tao	4.0	64.1 : 208.2 171.8 cv	34734.0	1804.0	1095.0	79.0	111.7%	39894.0
814	69640.0	EUxxHotMommy	Hu Tao	4.0	66.0 : 236.1 203.7 cv	31407.0	1876.0	897.0	40.0	116.2%	39894.0
815	69641.0	ASIALayer	Hu Tao	4.0	56.3 : 250.9 199.0 cv	33855.0	1753.0	1138.0	75.0	100.0%	39893.0
816	69642.0	EUMr.MR27	Hu Tao	4.0	51.7 : 296.0 234.8 cv	34099.0	1753.0	950.0	40.0	105.2%	39893.0
817	69643.0	ASIARyuKihara	Hu Tao	22.0	68.0 : 222.1 193.6 cv	35795.0	1853.0	1035.0	120.0	122.0%	39893.0
818	69644.0	EUZenier	Hu Tao	4.0	59.0 : 215.2 168.7 cv	31736.0	1812.0	1113.0	138.0	100.0%	39893.0
819	69645.0	NAUrami	Hu Tao	4.0	65.3 : 232.2 198.2 cv	31407.0	1861.0	1041.0	54.0	117.5%	39893.0
820	69646.0	ASIAamechin	Hu Tao	22.0	57.9 : 238.5 189.7 cv	37757.0	1886.0	1106.0	131.0	100.0%	39893.0
821	69647.0	EUParsian	Hu Tao	4.0	63.7 : 226.8 189.7 cv	36657.0	2047.0	1010.0	0.0	110.4%	39893.0
822	69648.0	EULatias_	Hu Tao	4.0	52.0 : 239.3 178.8 cv	28760.0	1687.0	1018.0	229.0	126.6%	39893.0
823	69649.0	EUskeepexe<3	Hu Tao	4.0	61.8 : 246.2 205.2 cv	32224.0	1643.0	1187.0	84.0	118.1%	39893.0
824	69650.0	NATurtLeChu	Hu Tao	22.0	61.4 : 229.9 188.1 cv	27294.0	1647.0	1042.0	344.0	100.0%	39892.0
825	69651.0	EUalexis	Hu Tao	4.0	62.5 : 204.3 164.8 cv	35475.0	1805.0	892.0	89.0	124.0%	39892.0
826	69652.0	ASIAMillefeuille	Hu Tao	4.0	75.4 : 223.7 209.9 cv	33795.0	1789.0	1038.0	0.0	110.4%	39892.0
827	69653.0	ASIA에레보스	Hu Tao	4.0	58.7 : 209.7 162.5 cv	33941.0	1785.0	940.0	128.0	124.6%	39892.0
828	69654.0	EUYuki	Hu Tao	4.0	62.2 : 240.0 199.8 cv	33703.0	1715.0	1081.0	61.0	121.4%	39892.0
829	69655.0	NADark	Hu Tao	4.0	68.0 : 228.4 199.8 cv	33759.0	1725.0	973.0	42.0	120.7%	39892.0
830	69656.0	ASIA牛タン	Hu Tao	2.0	75.0 : 228.4 213.8 cv	33138.0	1781.0	1066.0	107.0	100.0%	39892.0
831	69657.0	ASIA몽몽	Hu Tao	4.0	66.4 : 235.4 203.7 cv	32401.0	1728.0	920.0	54.0	127.2%	39891.0
832	69658.0	NASpinelli	Hu Tao	4.0	57.1 : 254.0 203.7 cv	31866.0	1747.0	1030.0	89.0	106.5%	39891.0
833	69659.0	NADmo	Hu Tao	4.0	75.8 : 207.4 194.4 cv	33888.0	1879.0	1028.0	16.0	128.5%	39891.0
